Title,Global,Hours_Viewed,Runtime,Views,Time_Period,averageRating,numVotes,genres,Is_Global,Popularity,Sufficient Votes,Genre: Romance,Genre: Comedy,Genre: Animation,Genre: Documentary,Genre: Sport,Genre: Horror,Genre: Fantasy,Genre: Sci-Fi,Genre: Drama,Genre: News,Genre: Action,Genre: Mystery,Genre: Family,Genre: Adventure,Genre: Biography,Genre: History,Genre: Music,Genre: Short,Genre: Game-Show,Genre: Talk-Show
The Wave,No,1800000,101.0,1100000,2024 H1,8.3,123,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunjan Saxena: The Kargil Girl,No,2100000,113.0,1100000,2025 H1,5.5,36083,"Action,Biography,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Lost in Translation,No,1800000,102.0,1100000,2023 H2,6.6,10,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Step Sisters,Yes,2000000,108.0,1100000,2023 H2,7.8,6,Comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumah Masa Depan,Yes,2000000,109.0,1100000,2024 H1,7.7,15,"Drama,Family",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Sully,No,1700000,96.0,1100000,2023 H2,7.4,316133,"Biography,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Return of Tanya Tucker: Featuring Brandi Carlile,No,1900000,107.0,1100000,2023 H2,7.3,298,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wretched,No,1800000,96.0,1100000,2023 H2,5.8,21073,"Drama,Horror,Mystery",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The 'Burbs,No,1900000,101.0,1100000,2024 H1,6.8,88671,"Comedy,Mystery,Thriller",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Self Reliance,No,1600000,91.0,1100000,2024 H2,6.0,19968,"Comedy,Thriller",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furie,No,1800000,97.0,1100000,2023 H2,5.6,3444,"Drama,Horror,Thriller",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ala Vaikunthapurramuloo,No,3000000,162.0,1100000,2024 H1,7.3,25923,"Action,Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Click & Collect,No,1000000,53.0,1100000,2023 H2,6.8,4347,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The To Do List,No,1900000,104.0,1100000,2025 H1,5.8,43681,"Comedy,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ant Bully,No,1600000,89.0,1100000,2024 H1,6.7,51,"Animation,Comedy,Family",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kultus Iblis,No,1800000,98.0,1100000,2024 H1,5.1,165,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy New Year,No,3200000,179.0,1100000,2023 H2,6.9,11,"Animation,Romance,Sport",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubble,Yes,1800000,101.0,1100000,2023 H2,9.4,15,"Short,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zoolander 2,No,1800000,102.0,1100000,2024 H2,4.7,80176,"Action,Adventure,Comedy",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17 Again,No,1800000,102.0,1100000,2024 H2,6.4,228431,"Comedy,Drama,Fantasy",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Distant Strangers,Yes,600000,32.0,1100000,2023 H2,6.8,22953,"Drama,Sci-Fi,Short",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Golden Shoes,No,1600000,89.0,1100000,2023 H2,6.8,9,"Animation,Short",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Naked Gun: From the Files of Police Squad!,No,1500000,85.0,1100000,2025 H1,7.6,214024,"Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Wilson's War,No,1800000,102.0,1100000,2025 H1,7.0,129358,"Biography,Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Mama Retreat,Yes,300000,16.0,1100000,2024 H2,3.7,335,"Horror,Short",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Per tutta la vita,No,1800000,101.0,1100000,2024 H1,5.6,689,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Because of Love,No,2000000,109.0,1100000,2024 H2,8.4,80,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vampires vs. the Bronx,Yes,1600000,86.0,1100000,2023 H2,5.7,11785,"Comedy,Horror",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Endings, Beginnings",No,2000000,110.0,1100000,2023 H2,5.6,8144,"Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"See No Evil, Hear No Evil",No,1800000,102.0,1100000,2025 H1,6.8,62467,"Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main Hoon Na,No,3100000,171.0,1100000,2023 H2,7.1,43721,"Action,Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Rudy,No,2100000,114.0,1100000,2025 H1,6.9,13,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Murder to Mercy: The Cyntoia Brown Story,Yes,1800000,97.0,1100000,2024 H1,6.4,3230,Documentary,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Third World Romance,Yes,2000000,113.0,1100000,2023 H2,6.7,241,"Drama,Romance",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Last Man Down,No,1600000,88.0,1100000,2023 H2,3.5,14379,"Action,Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Streaming,No,1600000,91.0,1100000,2025 H1,5.3,167,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fresh,No,2000000,114.0,1100000,2024 H2,6.9,27,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Man Apart,No,2100000,110.0,1100000,2024 H2,6.0,50785,"Action,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Os Parças,No,1900000,100.0,1100000,2023 H2,4.1,632,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santana,Yes,2000000,107.0,1100000,2023 H2,3.9,1093,"Action,Drama",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mujigae,No,2100000,110.0,1100000,2025 H1,6.6,63,"Comedy,Drama,Family",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Blood and Money,No,1600000,90.0,1100000,2023 H2,6.9,29,"Crime,Drama,Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Past Lives,No,2000000,106.0,1100000,2025 H1,7.9,9,"Adventure,Documentary,Reality-TV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Erax,Yes,300000,16.0,1100000,2023 H2,4.4,496,"Family,Fantasy,Mystery",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The End We Start From,No,1900000,102.0,1100000,2024 H1,5.9,8598,"Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Three Brothers,No,2000000,105.0,1100000,2024 H2,5.3,13,"Drama,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Chabak - Night of Murder and Romance,No,1500000,83.0,1100000,2024 H1,4.1,64,"Horror,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love Lizzy,Yes,1800000,102.0,1100000,2023 H2,6.2,363,"Drama,Romance",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Words,No,1700000,89.0,1100000,2023 H2,6.6,57406,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mudbound,No,2500000,135.0,1100000,2023 H2,7.4,56683,"Drama,War",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ada Omo Daddy,No,2300000,123.0,1100000,2025 H1,8.3,90,"Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cut Bank,No,1700000,93.0,1100000,2023 H2,6.1,14482,"Crime,Drama,Mystery",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10 Minutes Gone,No,1600000,88.0,1100000,2023 H2,3.7,4651,"Action,Crime,Mystery",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Parthenope,No,2600000,137.0,1100000,2025 H1,6.6,17502,"Drama,Fantasy",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
From Up on Poppy Hill,No,1600000,91.0,1100000,2023 H2,5.8,12,"Documentary,Short",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
All We Had,No,2000000,105.0,1100000,2023 H2,6.0,3357,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Assassin Club,No,2000000,111.0,1100000,2024 H2,4.7,3922,"Action,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Cable Guy,No,1800000,96.0,1100000,2023 H2,6.8,14,"Documentary,Short",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dange,Yes,2600000,145.0,1100000,2024 H1,5.3,822,"Action,Drama",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Radin!,No,1700000,90.0,1100000,2025 H1,5.9,6603,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Héroes de barrio,No,1600000,87.0,1100000,2024 H1,5.2,199,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perdida,Yes,1900000,103.0,1100000,2023 H2,8.2,46,"Drama,Romance",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doom,No,2000000,105.0,1100000,2023 H2,8.6,6176,"Action,Fantasy,Horror",0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sierra Burgess Is a Loser,Yes,1900000,106.0,1100000,2023 H2,5.7,42295,"Comedy,Drama,Romance",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clown,No,1900000,100.0,1100000,2024 H2,6.7,11,"Action,Adventure,Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Double XL,No,2300000,126.0,1100000,2024 H1,4.6,4617,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Next Day Air,No,1500000,84.0,1100000,2023 H2,5.7,11385,"Action,Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red,No,2200000,115.0,1100000,2024 H1,5.6,26,"Horror,Short",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Birds,No,2100000,120.0,1100000,2024 H2,7.7,143,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
National Champions,No,2100000,116.0,1100000,2023 H2,5.7,2080,"Drama,Sport",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Summer,Yes,2000000,110.0,1100000,2023 H2,6.3,86,Drama,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marshall,No,2200000,119.0,1100000,2025 H1,7.3,28315,"Biography,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Whisper of the Heart,No,2100000,111.0,1100000,2023 H2,5.2,15,"Documentary,Short",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sleeping Dogs,No,2000000,111.0,1100000,2024 H2,7.8,144,"Crime,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tank,No,2000000,113.0,1100000,2025 H1,5.6,16,"Crime,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Silent Hill,No,2300000,126.0,1100000,2024 H1,6.5,255915,"Horror,Mystery",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trespassers,No,1600000,91.0,1100000,2024 H1,6.0,27,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veteran,No,2300000,124.0,1100000,2024 H2,5.3,8,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Five-Year Engagement,No,2300000,125.0,1100000,2023 H2,6.2,104577,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Culprit,No,1900000,100.0,1100000,2025 H1,8.0,6,"Action,Adventure,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Captain Nova,No,1600000,85.0,1100000,2024 H1,5.5,2374,"Adventure,Family,Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Tom and Jerry: The Movie,No,1500000,80.0,1100000,2024 H2,5.5,12945,"Adventure,Animation,Comedy",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shiny_Flakes: The Teenage Drug Lord,Yes,1800000,97.0,1100000,2023 H2,7.3,6290,"Biography,Crime,Documentary",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Monster-in-Law,No,1900000,101.0,1100000,2024 H1,5.6,68061,"Comedy,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I, Tonya",No,2100000,120.0,1100000,2023 H2,7.5,256543,"Biography,Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Wounds,No,1700000,96.0,1100000,2024 H2,6.3,13,"Drama,Romance,Sport",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What the Health,Yes,1700000,92.0,1100000,2023 H2,7.2,30959,Documentary,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh My God,No,2300000,129.0,1100000,2023 H2,6.4,171,"Comedy,Short",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Rope Curse 3,Yes,2000000,109.0,1100000,2023 H2,4.6,386,"Horror,Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le crocodile du Botswanga,No,1600000,85.0,1100000,2023 H2,5.3,1772,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Raiders,No,1800000,101.0,1100000,2024 H1,6.1,53,"Drama,Western",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Our Father,Yes,1800000,97.0,1100000,2023 H2,4.7,32,Adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Can Play That Game,No,1600000,91.0,1100000,2024 H1,6.1,7825,"Comedy,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Um Suburbano Sortudo,No,1800000,102.0,1100000,2024 H1,4.6,405,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Swarm,No,1800000,102.0,1100000,2024 H1,5.9,7603,"Drama,Mystery,Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Vertical Limit,No,2300000,124.0,1100000,2023 H2,6.0,67950,"Action,Adventure,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Citation,Yes,2800000,151.0,1100000,2024 H1,6.2,1089,"Drama,Thriller",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love the Coopers,No,1900000,107.0,1100000,2024 H2,5.8,28474,"Comedy,Fantasy,Romance",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Laal Singh Chaddha,Yes,2800000,158.0,1100000,2024 H1,5.6,180505,"Comedy,Drama,Romance",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
You're Next,No,1800000,95.0,1100000,2024 H2,7.1,74,"Action,Sport",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
View from the Top,No,1600000,87.0,1100000,2024 H1,5.3,29840,"Comedy,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Affair to Remember,No,2100000,115.0,1100000,2025 H1,7.9,34,"Adventure,Drama,Family",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Get the Grift,Yes,1700000,95.0,1100000,2024 H1,5.4,913,"Comedy,Crime",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roped,No,1500000,90.0,1000000,2023 H2,5.5,1840,"Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ome Cor,No,1400000,88.0,1000000,2024 H1,6.0,1891,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Island,No,1600000,96.0,1000000,2023 H2,7.2,25,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Way Up,No,1500000,90.0,1000000,2024 H2,4.6,11384,"Action,Adventure,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Lion's Den,No,1900000,113.0,1000000,2023 H2,5.7,111,"Comedy,Drama,Short",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bulbbul,Yes,1500000,94.0,1000000,2023 H2,6.6,16031,"Drama,Horror,Mystery",1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Along Came a Spider,No,1700000,104.0,1000000,2023 H2,6.9,133,"Drama,Fantasy,Horror",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Robin Hood: Prince of Thieves,No,2500000,143.0,1000000,2023 H2,4.9,21,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Way Down,No,2000000,118.0,1000000,2023 H2,8.0,18,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peppa Pig: My First Cinema Experience,No,1200000,70.0,1000000,2024 H2,4.2,359,Animation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombshell: The Hedy Lamarr Story,No,1500000,89.0,1000000,2023 H2,7.4,4554,"Biography,Documentary,History",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Wonderful Story of Henry Sugar and Three More,Yes,1400000,88.0,1000000,2024 H1,7.1,10129,"Comedy,Drama,Fantasy",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Infinity Pool,No,2000000,118.0,1000000,2025 H1,6.0,70986,"Crime,Horror,Mystery",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Haunting in Connecticut,No,1800000,103.0,1000000,2023 H2,5.9,67336,"Drama,Horror,Mystery",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Montford: The Chickasaw Rancher,No,1600000,96.0,1000000,2024 H2,6.6,1199,"Biography,Drama,History",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Fist Fight,No,1500000,91.0,1000000,2023 H2,5.6,48050,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Disappointments Room,No,1400000,88.0,1000000,2024 H2,4.0,11348,"Drama,Horror,Thriller",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juanpis González: The People's President,No,1500000,92.0,1000000,2024 H2,5.9,153,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
His House,Yes,1500000,93.0,1000000,2023 H2,6.4,52896,"Drama,Horror,Thriller",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cadaver,Yes,1400000,87.0,1000000,2023 H2,6.2,10,"Action,Fantasy",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hold Me Close,No,1600000,98.0,1000000,2025 H1,4.6,88,"Drama,Fantasy,Romance",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Anon,No,1700000,100.0,1000000,2023 H2,7.0,5,"Drama,Mystery,Short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Possession: Kerasukan,Yes,1500000,93.0,1000000,2024 H2,3.5,325,"Drama,Horror,Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taare Zameen Par,No,2800000,162.0,1000000,2023 H2,8.3,225632,"Drama,Family",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
John Q,No,1900000,116.0,1000000,2025 H1,7.1,151109,"Crime,Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boy Kills World,No,1900000,111.0,1000000,2025 H1,6.4,38065,"Action,Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Profile,No,1700000,106.0,1000000,2023 H2,7.6,132,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Leisure Seeker,No,1800000,112.0,1000000,2024 H1,6.7,10390,"Adventure,Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Civil War,No,1800000,109.0,1000000,2024 H2,7.0,253813,"Action,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jack Frost,No,1600000,101.0,1000000,2024 H2,7.1,34,"Comedy,Short",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Annabelle: Creation,No,1900000,110.0,1000000,2023 H2,6.4,16,"Comedy,Talk-Show",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Penduko,No,1900000,110.0,1000000,2024 H1,5.8,147,"Action,Adventure,Fantasy",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Dancing Queens,Yes,1900000,111.0,1000000,2024 H1,5.8,2324,"Comedy,Drama",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47 Meters Down,No,1500000,89.0,1000000,2024 H1,6.2,10,"Comedy,Talk-Show",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Untouchable,No,1900000,113.0,1000000,2023 H2,7.1,16,"Action,Crime,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Dynasty Warriors,No,2000000,118.0,1000000,2023 H2,6.4,24,Action,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8MM,No,2000000,123.0,1000000,2023 H2,6.6,149222,"Crime,Drama,Mystery",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Amadeus,No,2900000,180.0,1000000,2024 H1,7.7,38,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blow,No,2000000,123.0,1000000,2023 H2,7.5,284642,"Biography,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Lansky,No,2000000,119.0,1000000,2024 H1,6.2,11033,"Biography,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Ganz normale Männer - Der 'vergessene Holocaust',No,700000,44.0,1000000,2023 H2,7.2,2180,"Documentary,History,War",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hurt Locker,No,2100000,131.0,1000000,2023 H2,7.5,489125,"Drama,Thriller,War",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bouncer,No,1400000,87.0,1000000,2024 H1,6.7,177,"Action,Adventure,Fantasy",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Luccas Neto em: Acampamento de Férias 2,No,1400000,81.0,1000000,2023 H2,3.5,104,"Comedy,Family",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Remains of the Day,No,2300000,134.0,1000000,2023 H2,7.8,90407,"Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blankman,No,1600000,96.0,1000000,2024 H1,5.1,11030,"Action,Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Curse of Chucky,No,1600000,95.0,1000000,2024 H2,5.6,46691,"Horror,Thriller",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
