Title,Global,Hours_Viewed,Runtime,Views,Time_Period,averageRating,numVotes,genres,Is_Global,Popularity,Sufficient Votes,Genre: Romance,Genre: Comedy,Genre: Animation,Genre: Documentary,Genre: Sport,Genre: Horror,Genre: Fantasy,Genre: Sci-Fi,Genre: Drama,Genre: News,Genre: Action,Genre: Mystery,Genre: Family,Genre: Adventure,Genre: Biography,Genre: History,Genre: Music,Genre: Short,Genre: Game-Show,Genre: Talk-Show
Divines,Yes,300000,107.0,200000,2023 H2,7.3,10894,"Crime,Drama",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pulang,No,300000,119.0,200000,2024 H1,7.7,16,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Legacy of a Whitetail Deer Hunter,Yes,300000,83.0,200000,2023 H2,5.5,4431,"Comedy,Drama",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kolpaçino: Bomba,No,300000,93.0,200000,2024 H2,5.8,8956,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Resurrection 'F',No,300000,94.0,200000,2024 H2,7.7,24,"Comedy,Talk-Show",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heneral Luna,No,300000,118.0,200000,2023 H2,7.2,2737,"Action,Biography,History",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
No Reservations,No,300000,104.0,200000,2023 H2,8.4,11,"Comedy,Short",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mutt,No,300000,88.0,200000,2023 H2,5.6,6,"Animation,Comedy,Short",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Innocent,No,300000,98.0,200000,2024 H2,6.1,71,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Septembers of Shiraz,No,300000,110.0,200000,2023 H2,6.2,6136,"Drama,History,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
My Wonderful Life,Yes,400000,99.0,200000,2023 H2,6.6,5,"Animation,Short",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drinking Buddies,No,300000,90.0,200000,2023 H2,6.1,62168,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Der Bestatter,No,300000,96.0,200000,2024 H1,7.3,700,Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Third Wave,No,400000,114.0,200000,2023 H2,5.8,17,"Action,Mystery,Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
No Return,No,300000,100.0,200000,2023 H2,5.8,12,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dream Palace,No,400000,112.0,200000,2025 H1,7.0,30,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Orphanage,No,300000,106.0,200000,2024 H1,6.8,25,"Horror,Short,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Opposites Attract,No,300000,90.0,200000,2024 H1,8.3,14,"Crime,Documentary,Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The New Guy,No,300000,89.0,200000,2024 H1,5.8,39254,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bola,No,300000,84.0,200000,2023 H2,7.3,7353,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Master,No,500000,143.0,200000,2024 H2,6.8,390,"Action,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Malcolm & Marie,Yes,300000,106.0,200000,2023 H2,6.6,42840,"Drama,Romance",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Night on Earth: Shot in the Dark,Yes,200000,59.0,200000,2023 H2,7.6,434,Documentary,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Commando,No,300000,89.0,200000,2024 H1,3.4,1871,"Action,Thriller",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Adventures of Elmo in Grouchland,No,300000,73.0,200000,2023 H2,6.8,41,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girl,No,300000,106.0,200000,2023 H2,6.5,73,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What Would Sophia Loren Do?,Yes,100000,32.0,200000,2024 H1,6.6,929,"Biography,Documentary,Short",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Kappei,No,400000,118.0,200000,2024 H1,6.0,113,"Action,Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
We Shall Overcome,No,300000,105.0,200000,2024 H1,8.7,11,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skincare,No,300000,96.0,200000,2025 H1,4.7,44,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chain Reaction,No,200000,79.0,200000,2023 H2,6.7,48,Game-Show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Risto Räppääjä ja polkupyörävaras,No,200000,75.0,200000,2024 H1,5.2,436,"Comedy,Family,Musical",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Poveri ma ricchi,No,300000,97.0,200000,2023 H2,6.1,1523,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kannum Kannum Kollaiyadithaal,No,600000,160.0,200000,2023 H2,7.6,8790,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Megalopolis,No,400000,138.0,200000,2025 H1,7.8,15,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matando Cabos,No,300000,99.0,200000,2024 H1,7.4,6155,"Action,Adventure,Comedy",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Utopía,No,300000,115.0,200000,2024 H1,5.2,504,"Fantasy,Sci-Fi,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Danur 2: Maddah,No,300000,89.0,200000,2024 H2,5.3,717,Horror,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold & Kumar Go to White Castle,No,300000,84.0,200000,2024 H1,7.0,213614,"Adventure,Comedy",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Etharkkum Thunindhavan,No,500000,149.0,200000,2024 H1,6.4,13999,"Action,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Namaste Wahala,Yes,300000,107.0,200000,2023 H2,4.9,1669,"Drama,Romance",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Catfight,Yes,300000,96.0,200000,2023 H2,7.3,414,"Action,Adventure,Drama",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Being Julia,No,300000,104.0,200000,2024 H2,7.0,13275,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jackass: The Movie,No,300000,85.0,200000,2023 H2,6.6,105105,"Action,Comedy,Documentary",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ram Dass, Going Home",Yes,100000,32.0,200000,2024 H1,6.9,1359,"Documentary,Short",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Loving Annabelle,No,200000,77.0,200000,2025 H1,6.2,14106,"Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Day Before the Wedding,No,200000,70.0,200000,2024 H2,5.3,143,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Speedway Murders,No,400000,102.0,200000,2024 H2,6.6,679,"Animation,Crime,Documentary",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry,Yes,300000,105.0,200000,2023 H2,6.4,9,"Animation,Comedy,Short",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Last Front,No,300000,98.0,200000,2024 H2,5.3,830,"Action,Drama,History",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Snag: Chapter One,No,300000,87.0,200000,2023 H2,4.2,626,"Action,Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Asakusa Kid,Yes,400000,123.0,200000,2023 H2,7.0,58,Drama,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rowdy Rathore,No,400000,137.0,200000,2024 H1,5.8,26076,"Action,Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Hologram for the King,No,300000,98.0,200000,2023 H2,6.1,49101,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Torque,No,300000,84.0,200000,2024 H2,4.2,30264,"Action,Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Fistful of Dollars,No,300000,100.0,200000,2023 H2,6.0,17,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Only Mom,No,400000,114.0,200000,2023 H2,5.8,199,"Horror,Mystery,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arif V 216,No,400000,126.0,200000,2024 H1,6.9,40897,"Comedy,Sci-Fi",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Railway Man,No,300000,117.0,200000,2023 H2,7.1,44071,"Biography,Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Outlaws,No,400000,121.0,200000,2023 H2,4.0,288,"Crime,Drama,Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Miss Congeniality 2: Armed and Fabulous,No,400000,115.0,200000,2025 H1,5.2,83521,"Action,Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sisterakas,Yes,300000,105.0,200000,2023 H2,5.3,398,Comedy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sem Coração,No,300000,95.0,200000,2024 H1,6.5,609,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Rebound Girl,No,300000,110.0,200000,2025 H1,6.3,96,"Comedy,Romance",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friend Zone,No,300000,119.0,200000,2023 H2,8.2,6,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elevator Game,No,300000,95.0,200000,2024 H1,7.7,7,Game-Show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vampire Sisters,No,400000,98.0,200000,2023 H2,3.6,195,"Fantasy,Horror",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Chaosschwestern und Pinguin Paul,No,300000,100.0,200000,2024 H2,5.6,76,"Action,Adventure,Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Si yo fuera rico,No,300000,94.0,200000,2023 H2,6.1,8,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flickering Lights,No,300000,108.0,200000,2025 H1,7.6,22,"Documentary,History,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ted K,No,500000,123.0,200000,2024 H2,6.0,4707,"Biography,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Stuck with You,Yes,200000,59.0,200000,2024 H1,6.8,24,"Comedy,Short",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Black Godfather,Yes,300000,118.0,200000,2023 H2,7.5,1604,"Biography,Documentary",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dronningen,No,400000,122.0,200000,2024 H1,7.0,16421,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Panti Sisters,No,300000,108.0,200000,2024 H1,5.7,364,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balls,No,300000,94.0,200000,2023 H2,8.3,18,"Animation,Short",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
House of Wax,No,400000,113.0,200000,2024 H2,5.5,142255,"Horror,Thriller",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday Night Fever,No,400000,114.0,200000,2024 H1,6.4,28,Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lovely Man,No,200000,72.0,200000,2025 H1,7.6,664,Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dukes of Hazzard,No,300000,104.0,200000,2024 H1,5.1,83995,"Action,Adventure,Comedy",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Day 13,No,400000,108.0,200000,2024 H2,5.2,9,"Documentary,Game-Show,Reality-TV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rekha,No,400000,121.0,200000,2023 H2,6.4,840,"Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soni,Yes,300000,97.0,200000,2023 H2,7.1,3131,"Crime,Drama",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seal Team Six: The Raid on Osama Bin Laden,No,300000,101.0,200000,2023 H2,5.7,11417,"Action,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Silent Hours,No,400000,156.0,200000,2023 H2,5.2,1723,"Crime,Horror,Mystery",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O Nome da Morte,No,300000,98.0,200000,2023 H2,6.5,776,"Biography,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Dumb and Dumberer: When Harry Met Lloyd,No,300000,85.0,200000,2023 H2,3.5,43949,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come Back Home,No,400000,102.0,200000,2023 H2,6.3,18,"Comedy,Horror",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma mía,No,300000,105.0,200000,2024 H1,7.0,7,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nim's Island,No,300000,96.0,200000,2023 H2,6.0,37928,"Adventure,Family,Fantasy",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Jai Mummy Di,No,300000,102.0,200000,2025 H1,3.8,1128,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rang De Basanti,No,400000,159.0,200000,2024 H2,8.1,125311,"Comedy,Crime,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malibu's Most Wanted,No,300000,86.0,200000,2023 H2,5.3,21754,"Comedy,Crime",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haunter,No,300000,97.0,200000,2023 H2,8.1,134,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahasiswi Baru,No,300000,95.0,200000,2024 H1,6.2,177,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ee Nagaraniki Emaindi,No,500000,133.0,200000,2023 H2,8.0,4683,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
First Love,No,400000,115.0,200000,2024 H1,8.5,8,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kopps,No,300000,87.0,200000,2023 H2,6.7,23832,"Action,Comedy",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Join or Die,No,300000,97.0,200000,2024 H2,6.7,231,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surga Yang Tak Dirindukan 2,No,400000,119.0,200000,2024 H2,6.8,504,"Drama,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Rachel Divide,Yes,300000,105.0,200000,2023 H2,6.3,2859,Documentary,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somewhere,No,300000,98.0,200000,2024 H2,9.8,6,"Adventure,Animation,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The War Below,No,300000,97.0,200000,2024 H2,6.5,4249,"Drama,History,War",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kuntilanak,No,400000,106.0,200000,2023 H2,4.5,865,"Comedy,Horror,Mystery",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Asura Guru,No,300000,117.0,200000,2023 H2,3.3,391,Action,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BuyBust,Yes,500000,128.0,200000,2023 H2,5.7,2216,"Action,Crime,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Libertate,No,300000,109.0,200000,2024 H1,7.4,2082,"Drama,Thriller,War",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dolphin Tale 2,No,400000,107.0,200000,2023 H2,6.4,10148,"Drama,Family",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Stolen Identity,No,300000,116.0,200000,2024 H2,7.4,6,"Crime,Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Incredible Jessica James,Yes,300000,84.0,200000,2023 H2,6.5,9062,Comedy,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breaker Upperers,No,300000,82.0,200000,2023 H2,5.9,7169,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game,No,500000,135.0,200000,2023 H2,7.5,38,"Game-Show,Reality-TV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Knuckle,No,300000,97.0,200000,2023 H2,6.5,20,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Suspect,No,400000,137.0,200000,2024 H2,5.7,1560,"Action,Crime,Mystery",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Judas and the Black Messiah,No,400000,125.0,200000,2023 H2,7.4,96171,"Biography,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Aura,No,400000,127.0,200000,2023 H2,6.5,14,Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Horse Girl,Yes,400000,104.0,200000,2023 H2,6.5,8,"Comedy,Drama,Short",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
In Secret,No,400000,107.0,200000,2024 H1,6.1,10541,"Crime,Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cloud Atlas,No,400000,172.0,100000,2023 H2,7.4,383433,"Drama,Mystery,Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Gretel & Hansel,No,100000,87.0,100000,2023 H2,5.4,11,"Comedy,Talk-Show",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Laabam,No,200000,141.0,100000,2025 H1,3.5,988,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Athos,No,100000,96.0,100000,2024 H1,7.0,496,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kocan Kadar Konus,No,100000,104.0,100000,2025 H1,6.1,5828,"Comedy,Drama,Fantasy",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Üç Harfliler 3: Karabüyü,No,100000,91.0,100000,2023 H2,5.5,1216,Horror,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Parker: The Final Shot,Yes,200000,99.0,100000,2024 H1,6.8,1680,"Biography,Documentary,Sport",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cities of Last Things,No,100000,106.0,100000,2023 H2,6.3,2270,"Crime,Drama,Sci-Fi",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Karthik Calling Karthik,No,200000,135.0,100000,2024 H1,7.2,15466,"Drama,Mystery,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Sezn@mka,No,100000,85.0,100000,2024 H1,3.9,126,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man with the Iron Fists,No,200000,95.0,100000,2023 H2,5.4,65183,Action,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Susie Searches,No,100000,105.0,100000,2024 H1,5.9,1237,"Comedy,Drama,Mystery",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Hannibal Rising,No,200000,121.0,100000,2024 H2,6.1,120219,"Adventure,Crime,Drama",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Unmarried Wife,Yes,200000,130.0,100000,2023 H2,5.9,244,"Drama,Romance",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dear Friend,No,100000,118.0,100000,2024 H1,7.6,14,"Animation,Comedy,Music",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rima,No,100000,86.0,100000,2023 H2,4.3,132,"Drama,Horror,Thriller",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100% Coco,No,100000,84.0,100000,2024 H1,5.2,1300,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
August Rush,No,100000,114.0,100000,2023 H2,7.4,113662,"Drama,Music",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Tout nous sépare,No,100000,99.0,100000,2024 H1,5.4,837,Thriller,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuga de cerebros,No,100000,104.0,100000,2024 H1,4.7,2513,"Comedy,Romance",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Familien Jul i nissernes land,No,100000,85.0,100000,2023 H2,4.6,147,"Adventure,Family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Palm Springs,No,100000,90.0,100000,2024 H1,7.8,6,Reality-TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Lovers and a Bear,No,100000,96.0,100000,2023 H2,6.0,2280,"Adventure,Drama,Romance",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20th Century Women,No,200000,118.0,100000,2024 H2,7.3,51630,"Comedy,Drama",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mexican Gangster,No,200000,102.0,100000,2023 H2,3.8,158,Action,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Honk for Jesus. Save Your Soul.,No,100000,104.0,100000,2024 H2,5.3,4497,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Immaculate Room,No,100000,92.0,100000,2023 H2,5.1,6955,"Drama,Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King of Prison,No,100000,109.0,100000,2024 H1,6.9,23,"Crime,Drama",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Budhia Singh: Born to Run,No,100000,95.0,100000,2023 H2,7.5,1695,"Biography,Drama,Sport",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
King of Mahjong,No,100000,110.0,100000,2024 H1,4.8,137,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Love You,No,100000,94.0,100000,2023 H2,5.3,261,"Comedy,Romance",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Generazione mille euro,No,100000,101.0,100000,2024 H1,6.2,1082,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Párty Hárder: Summer Massacre,No,200000,106.0,100000,2024 H1,5.9,368,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gandu,No,100000,86.0,100000,2025 H1,5.3,2953,Drama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simonal,No,100000,105.0,100000,2023 H2,6.8,573,"Biography,Drama,Music",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Hello, My Name Is Doris",No,100000,90.0,100000,2023 H2,6.6,22889,"Comedy,Drama,Romance",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
